Alabama,, Average Temperature,
201102,Arkansas,43.9,0.2
201103,Arkansas,52.5,0.3
201104,Arkansas,63.5,2
201105,Arkansas,67.3,-2.4
201106,Arkansas,81.7,3.4
201107,Arkansas,84.7,3.7
201108,Arkansas,83.1,3.3
201109,Arkansas,70.2,-4.3
201110,Arkansas,60.6,-1.9
201111,Arkansas,53.4,3
201112,Arkansas,43.3,-0.4
201201,Arkansas,44.6,4.6
201202,Arkansas,47.2,3.5
201203,Arkansas,62.2,10
201204,Arkansas,64.4,2.9
201205,Arkansas,73.2,3.5
201206,Arkansas,78,-0.3
201207,Arkansas,84.1,3.1
201208,Arkansas,80.2,0.4
201209,Arkansas,73.5,-1
201210,Arkansas,59.3,-3.2
201211,Arkansas,50.2,-0.2
201212,Arkansas,46.4,2.7
201301,Arkansas,42.1,2.1
201302,Arkansas,43.3,-0.4
201303,Arkansas,46.6,-5.6
201304,Arkansas,58.5,-3
201305,Arkansas,67.2,-2.5
201306,Arkansas,77.1,-1.2
201307,Arkansas,78,-3
201308,Arkansas,78.4,-1.4
201309,Arkansas,75.4,0.9
201310,Arkansas,61.5,-1
201311,Arkansas,47.5,-2.9
201312,Arkansas,40.1,-3.6
201401,Arkansas,35.2,-4.8
201402,Arkansas,38.8,-4.9
201403,Arkansas,46.5,-5.7
201404,Arkansas,59.6,-1.9
201405,Arkansas,68.1,-1.6
201406,Arkansas,76.7,-1.6
201407,Arkansas,75.4,-5.6
201408,Arkansas,78.7,-1.1
201409,Arkansas,72.6,-1.9
201410,Arkansas,63.7,1.2
201411,Arkansas,44.9,-5.5
201412,Arkansas,43.8,0.1
201501,Arkansas,38.6,-1.4
201502,Arkansas,36.1,-7.6
201503,Arkansas,49.7,-2.5
201504,Arkansas,62.5,1
201505,Arkansas,69.3,-0.4
201506,Arkansas,78.1,-0.2
201507,Arkansas,81.9,0.9
201508,Arkansas,78.1,-1.7
201509,Arkansas,74.8,0.3
201510,Arkansas,63.5,1
201511,Arkansas,54.2,3.8
201512,Arkansas,50,6.3
201601,Arkansas,39.5,-0.5
201602,Arkansas,46.9,3.2
201603,Arkansas,55.5,3.3
201604,Arkansas,62.5,1
201605,Arkansas,67.2,-2.5
201606,Arkansas,78.9,0.6
201607,Arkansas,82,1
201608,Arkansas,80,0.2
201609,Arkansas,75.8,1.3
201610,Arkansas,67,4.5
201611,Arkansas,55.7,5.3
201612,Arkansas,42.5,-1.2
201701,Arkansas,45.2,5.2
201702,Arkansas,52.5,8.8
201703,Arkansas,55.7,3.5
201704,Arkansas,64.2,2.7
201705,Arkansas,67.7,-2
201706,Arkansas,75.5,-2.8
201707,Arkansas,80.6,-0.4
201708,Arkansas,76.9,-2.9
201709,Arkansas,73.2,-1.3
201710,Arkansas,62.9,0.4
201711,Arkansas,53.7,3.3
201712,Arkansas,42.4,-1.3
201801,Arkansas,35.7,-4.3
201802,Arkansas,45.9,2.2
201803,Arkansas,53.9,1.7
201804,Arkansas,55.2,-6.3
201805,Arkansas,75,5.3
201806,Arkansas,80.1,1.8
201807,Arkansas,81.8,0.8
201808,Arkansas,78.8,-1
201809,Arkansas,75,0.5
201810,Arkansas,62.6,0.1
201811,Arkansas,45.8,-4.6
201812,Arkansas,44.2,0.5
201901,Arkansas,40.8,0.8
201902,Arkansas,46,2.3
201903,Arkansas,48.9,-3.3
201904,Arkansas,60.8,-0.7
201905,Arkansas,70.6,0.9
201906,Arkansas,75.6,-2.7
201907,Arkansas,79,-2
201908,Arkansas,80.3,0.5
201909,Arkansas,79.7,5.2
201910,Arkansas,60.8,-1.7
201911,Arkansas,46.4,-4
201912,Arkansas,45.7,2
202001,Arkansas,43.9,3.9
200001,California,45.8,-0.1
200002,California,47.2,0.1
200003,California,50.2,-1.3
200004,California,57.8,1.6
200005,California,63.9,2.4
200006,California,72.2,0.9
200007,California,73.5,-3.2
200008,California,75,-1
200009,California,69.1,-1.8
200010,California,58.4,-3
200011,California,46,-5.4
200012,California,46.5,2
200101,California,42.3,-3.6
200102,California,43.1,-4
200103,California,52.6,1.1
200104,California,52,-4.2
200105,California,68.6,7.1
200106,California,71.4,0.1
200107,California,74.2,-2.5
200108,California,76,0
200109,California,71.2,0.3
200110,California,63.6,2.2
200111,California,51.6,0.2
200112,California,42.8,-1.7
200201,California,42.4,-3.5
200202,California,48.2,1.1
200203,California,48.5,-3
200204,California,56,-0.2
200205,California,61.5,0
200206,California,71.2,-0.1
200207,California,77.4,0.7
200208,California,74.4,-1.6
200209,California,70.9,0
200210,California,59.4,-2
200211,California,52.3,0.9
200212,California,44,-0.5
200301,California,50,4.1
200302,California,45.7,-1.4
200303,California,51.4,-0.1
200304,California,50,-6.2
200305,California,62,0.5
200306,California,71.2,-0.1
200307,California,78.7,2
200308,California,75,-1
200309,California,72.9,2
200310,California,65.4,4
200311,California,46.8,-4.6
200312,California,44,-0.5
200401,California,43.5,-2.4
200402,California,44.2,-2.9
200403,California,56.9,5.4
200404,California,57.3,1.1
200405,California,63.2,1.7
200406,California,70.4,-0.9
200407,California,76.1,-0.6
200408,California,74.8,-1.2
200409,California,69.4,-1.5
200410,California,58.2,-3.2
200411,California,47.7,-3.7
200412,California,44.6,0.1
200501,California,44.1,-1.8
200502,California,47.1,0
200503,California,51.1,-0.4
200504,California,53,-3.2
200505,California,62.2,0.7
200506,California,66.2,-5.1
200507,California,78.4,1.7
200508,California,75.8,-0.2
200509,California,66.9,-4
200510,California,59.9,-1.5
200511,California,52.4,1
200512,California,46.1,1.6
200601,California,44.6,-1.3
200602,California,47.7,0.6
200603,California,44,-7.5
200604,California,53,-3.2
200605,California,64.6,3.1
200606,California,73.2,1.9
200607,California,79.3,2.6
200608,California,73.8,-2.2
200609,California,69.5,-1.4
200610,California,58.8,-2.6
200611,California,51.3,-0.1
200612,California,43.9,-0.6
200701,California,41.5,-4.4
200702,California,46.7,-0.4
200703,California,54.4,2.9
200704,California,56.3,0.1
200705,California,64.1,2.6
200706,California,70.5,-0.8
200707,California,76.9,0.2
200708,California,76.1,0.1
200709,California,67.5,-3.4
200710,California,58.6,-2.8
200711,California,53.3,1.9
200712,California,41.2,-3.3
200801,California,41.1,-4.8
200802,California,45.8,-1.3
200803,California,50.3,-1.2
200804,California,54.4,-1.8
200805,California,61.7,0.2
200806,California,71.1,-0.2
200807,California,76.5,-0.2
200808,California,76.6,0.6
200809,California,71.8,0.9
200810,California,61.8,0.4
200811,California,53.9,2.5
200812,California,42,-2.5
200901,California,46.9,1
200902,California,45.2,-1.9
200903,California,49.2,-2.3
200904,California,54.3,-1.9
200905,California,66.7,5.2
200906,California,67.5,-3.8
200907,California,77.6,0.9
200908,California,74.8,-1.2
200909,California,73,2.1
200910,California,58.1,-3.3
200911,California,50.9,-0.5
200912,California,41.8,-2.7
201001,California,45.2,-0.7
201002,California,46.8,-0.3
201003,California,49,-2.5
201004,California,50.9,-5.3
201005,California,56.9,-4.6
201006,California,69.1,-2.2
201007,California,76.1,-0.6
201008,California,73.4,-2.6
201009,California,70.4,-0.5
201010,California,60.5,-0.9
201011,California,48.6,-2.8
201012,California,45.8,1.3
201101,California,45.2,-0.7
201102,California,43.4,-3.7
201103,California,48.7,-2.8
201104,California,53.4,-2.8
201105,California,57.6,-3.9
201106,California,66.9,-4.4
201107,California,74.2,-2.5
201108,California,75.2,-0.8
201109,California,72.2,1.3
201110,California,61.4,0
201111,California,48.2,-3.2
201112,California,42.8,-1.7
201201,California,46.5,0.6
201202,California,46.5,-0.6
201203,California,48.8,-2.7
201204,California,55.8,-0.4
201205,California,63.9,2.4
201206,California,69.3,-2
201207,California,74.7,-2
201208,California,77.8,1.8
201209,California,73.1,2.2
201210,California,62.2,0.8
201211,California,52.5,1.1
201212,California,43,-1.5
201301,California,42.1,-3.8
201302,California,45.3,-1.8
201303,California,53.8,2.3
201304,California,58.2,2
201305,California,63.8,2.3
201306,California,72.4,1.1
201307,California,78,1.3
201308,California,74.4,-1.6
201309,California,69.3,-1.6
201310,California,58.5,-2.9
201311,California,51.9,0.5
201312,California,44.1,-0.4
201401,California,50.1,4.2
201402,California,49.8,2.7
201403,California,53.5,2
201404,California,57.7,1.5
201405,California,64.6,3.1
201406,California,71.9,0.6
201407,California,78.4,1.7
201408,California,74.9,-1.1
201409,California,72.2,1.3
201410,California,64.4,3
201411,California,53.1,1.7
201412,California,46.8,2.3
201501,California,48.6,2.7
201502,California,53.2,6.1
201503,California,56.9,5.4
201504,California,56.7,0.5
201505,California,60.8,-0.7
201506,California,74.4,3.1
201507,California,75,-1.7
201508,California,76.5,0.5
201509,California,72.1,1.2
201510,California,65,3.6
201511,California,47.6,-3.8
201512,California,42.3,-2.2
201601,California,44.5,-1.4
201602,California,51.8,4.7
201603,California,52.5,1
201604,California,57.9,1.7
201605,California,62.2,0.7
201606,California,73.5,2.2
201607,California,76.8,0.1
201608,California,76.2,0.2
201609,California,69.5,-1.4
201610,California,60.5,-0.9
201611,California,52.8,1.4
201612,California,43.4,-1.1
201701,California,42.2,-3.7
201702,California,47.3,0.2
201703,California,53.4,1.9
201704,California,55.6,-0.6
201705,California,63.4,1.9
201706,California,72.8,1.5
201707,California,78.8,2.1
201708,California,77.9,1.9
201709,California,69.8,-1.1
201710,California,62,0.6
201711,California,53.4,2
201712,California,47.5,3
201801,California,48.9,3
201802,California,46.6,-0.5
201803,California,49,-2.5
201804,California,57.2,1
201805,California,63,1.5
201806,California,71.4,0.1
201807,California,79.6,2.9
201808,California,76.4,0.4
201809,California,71.1,0.2
201810,California,60.9,-0.5
201811,California,52.6,1.2
201812,California,44.8,0.3
201901,California,46.1,0.2
201902,California,40.6,-6.5
201903,California,48.9,-2.6
201904,California,58.2,2
201905,California,58.6,-2.9
201906,California,71.1,-0.2
201907,California,75.5,-1.2
201908,California,76.8,0.8
201909,California,68.9,-2
201910,California,58.8,-2.6
201911,California,53,1.6
201912,California,44.4,-0.1
202001,California,45.4,-0.5
200001,Colorado,29.1,2.5
200002,Colorado,34.3,6
200003,Colorado,36.6,-1.3
200004,Colorado,46.4,2.4
200005,Colorado,56.1,4.4
200006,Colorado,63,-1.6
200007,Colorado,69.8,0.8
200008,Colorado,69,2.4
200009,Colorado,59.4,-1.2
200010,Colorado,47.4,0.1
200011,Colorado,27.2,-8.8
200012,Colorado,25.7,-1.2
200101,Colorado,24.7,-1.9
200102,Colorado,28.2,-0.1
200103,Colorado,36,-1.9
200104,Colorado,45.9,1.9
200105,Colorado,53.9,2.2
200106,Colorado,63.9,-0.7
200107,Colorado,70.2,1.2
200108,Colorado,66.9,0.3
200109,Colorado,60.3,-0.3
200110,Colorado,47.9,0.6
200111,Colorado,37.9,1.9
200112,Colorado,26.4,-0.5
200201,Colorado,25.4,-1.2
200202,Colorado,27.1,-1.2
200203,Colorado,32,-5.9
200204,Colorado,47.3,3.3
200205,Colorado,53.4,1.7
200206,Colorado,67.1,2.5
200207,Colorado,71,2
200208,Colorado,66.8,0.2
200209,Colorado,58.4,-2.2
200210,Colorado,43.2,-4.1
200211,Colorado,33.7,-2.3
200212,Colorado,27.6,0.7
200301,Colorado,31.6,5
200302,Colorado,26.3,-2
200303,Colorado,36.6,-1.3
200304,Colorado,45.3,1.3
200305,Colorado,53.8,2.1
200306,Colorado,60.1,-4.5
200307,Colorado,72.4,3.4
200308,Colorado,68.4,1.8
200309,Colorado,56.7,-3.9
200310,Colorado,51.5,4.2
200311,Colorado,33,-3
200312,Colorado,28.6,1.7
200401,Colorado,26.2,-0.4
200402,Colorado,26.3,-2
200403,Colorado,41.8,3.9
200404,Colorado,44.4,0.4
200405,Colorado,54.8,3.1
200406,Colorado,60.8,-3.8
200407,Colorado,65.9,-3.1
200408,Colorado,63.2,-3.4
200409,Colorado,57.7,-2.9
200410,Colorado,46.8,-0.5
200411,Colorado,33.8,-2.2
200412,Colorado,28.4,1.5
200501,Colorado,30.2,3.6
200502,Colorado,31.3,3
200503,Colorado,35.2,-2.7
200504,Colorado,43.4,-0.6
200505,Colorado,53.2,1.5
200506,Colorado,60.9,-3.7
200507,Colorado,70,1
200508,Colorado,65,-1.6
200509,Colorado,60.2,-0.4
200510,Colorado,48.3,1
200511,Colorado,37.5,1.5
200512,Colorado,26,-0.9
200601,Colorado,29.9,3.3
200602,Colorado,28,-0.3
200603,Colorado,34.9,-3
200604,Colorado,47.1,3.1
200605,Colorado,55.6,3.9
200606,Colorado,65.7,1.1
200607,Colorado,69.6,0.6
200608,Colorado,65.6,-1
200609,Colorado,53.5,-7.1
200610,Colorado,44.9,-2.4
200611,Colorado,36.5,0.5
200612,Colorado,26.8,-0.1
200701,Colorado,19.4,-7.2
200702,Colorado,27.7,-0.6
200703,Colorado,40.5,2.6
200704,Colorado,43.3,-0.7
200705,Colorado,53.5,1.8
200706,Colorado,62.8,-1.8
200707,Colorado,69.7,0.7
200708,Colorado,68.8,2.2
200709,Colorado,59.7,-0.9
200710,Colorado,48.3,1
200711,Colorado,38,2
200712,Colorado,22.4,-4.5
200801,Colorado,20.9,-5.7
200802,Colorado,27.6,-0.7
200803,Colorado,33.9,-4
200804,Colorado,40.9,-3.1
200805,Colorado,51,-0.7
200806,Colorado,61.6,-3
200807,Colorado,69.2,0.2
200808,Colorado,65.7,-0.9
200809,Colorado,57.3,-3.3
200810,Colorado,47.6,0.3
200811,Colorado,38.3,2.3
200812,Colorado,25.3,-1.6
200901,Colorado,28.3,1.7
200902,Colorado,32.2,3.9
200903,Colorado,37.1,-0.8
200904,Colorado,42,-2
200905,Colorado,54.5,2.8
200906,Colorado,59.8,-4.8
200907,Colorado,66.9,-2.1
200908,Colorado,64.8,-1.8
200909,Colorado,57.6,-3
200910,Colorado,40.8,-6.5
200911,Colorado,37.8,1.8
200912,Colorado,20.4,-6.5
201001,Colorado,26.1,-0.5
201002,Colorado,24.6,-3.7
201003,Colorado,35.2,-2.7
201004,Colorado,43.6,-0.4
201005,Colorado,50.1,-1.6
201006,Colorado,64,-0.6
201007,Colorado,68.6,-0.4
201008,Colorado,66.5,-0.1
201009,Colorado,61.2,0.6
201010,Colorado,49.2,1.9
201011,Colorado,33.6,-2.4
201012,Colorado,31.1,4.2
201101,Colorado,24,-2.6
201102,Colorado,24.2,-4.1
201103,Colorado,37.7,-0.2
201104,Colorado,43,-1
201105,Colorado,49.3,-2.4
201106,Colorado,62.9,-1.7
201107,Colorado,70,1
201108,Colorado,69.2,2.6
201109,Colorado,58.5,-2.1
201110,Colorado,47.1,-0.2
201111,Colorado,34.9,-1.1
201112,Colorado,24.4,-2.5
201201,Colorado,29.4,2.8
201202,Colorado,27.4,-0.9
201203,Colorado,41.9,4
201204,Colorado,48.2,4.2
201205,Colorado,55.4,3.7
201206,Colorado,67.9,3.3
201207,Colorado,70.6,1.6
201208,Colorado,67.7,1.1
201209,Colorado,59.5,-1.1
201210,Colorado,46.5,-0.8
201211,Colorado,39.4,3.4
201212,Colorado,25.9,-1
201301,Colorado,22.9,-3.7
201302,Colorado,25.7,-2.6
201303,Colorado,35,-2.9
201304,Colorado,39.8,-4.2
201305,Colorado,52.8,1.1
201306,Colorado,65.6,1
201307,Colorado,68.5,-0.5
201308,Colorado,67,0.4
201309,Colorado,60.7,0.1
201310,Colorado,44.2,-3.1
201311,Colorado,35.2,-0.8
201312,Colorado,23.7,-3.2
201401,Colorado,26.4,-0.2
201402,Colorado,27.6,-0.7
201403,Colorado,36.3,-1.6
201404,Colorado,43.3,-0.7
201405,Colorado,52.4,0.7
201406,Colorado,62.5,-2.1
201407,Colorado,68.4,-0.6
201408,Colorado,64.6,-2
201409,Colorado,60,-0.6
201410,Colorado,49.9,2.6
201411,Colorado,33.4,-2.6
201412,Colorado,27.9,1
201501,Colorado,29.2,2.6
201502,Colorado,32.1,3.8
201503,Colorado,40.6,2.7
201504,Colorado,44.8,0.8
201505,Colorado,49.8,-1.9
201506,Colorado,64.9,0.3
201507,Colorado,66.6,-2.4
201508,Colorado,66.9,0.3
201509,Colorado,62.6,2
201510,Colorado,51.4,4.1
201511,Colorado,34.6,-1.4
201512,Colorado,25.8,-1.1
201601,Colorado,25.6,-1
201602,Colorado,32.4,4.1
201603,Colorado,37.9,0
201604,Colorado,43.7,-0.3
201605,Colorado,50.8,-0.9
201606,Colorado,66.4,1.8
201607,Colorado,69.2,0.2
201608,Colorado,64.5,-2.1
201609,Colorado,59.7,-0.9
201610,Colorado,51.8,4.5
201611,Colorado,40.2,4.2
201612,Colorado,25.2,-1.7
201701,Colorado,25.3,-1.3
201702,Colorado,35.4,7.1
201703,Colorado,42.5,4.6
201704,Colorado,44.3,0.3
201705,Colorado,51.5,-0.2
201706,Colorado,64.8,0.2
201707,Colorado,69.4,0.4
201708,Colorado,64.7,-1.9
201709,Colorado,59.1,-1.5
201710,Colorado,46.7,-0.6
201711,Colorado,41.3,5.3
201712,Colorado,30.1,3.2
201801,Colorado,29.7,3.1
201802,Colorado,28.6,0.3
201803,Colorado,37.8,-0.1
201804,Colorado,44,0
201805,Colorado,57.2,5.5
201806,Colorado,66.5,1.9
201807,Colorado,70,1
201808,Colorado,66.2,-0.4
201809,Colorado,61.9,1.3
201810,Colorado,45,-2.3
201811,Colorado,32.5,-3.5
201812,Colorado,26.6,-0.3
201901,Colorado,26,-0.6
201902,Colorado,24.9,-3.4
201903,Colorado,33.8,-4.1
201904,Colorado,45.5,1.5
201905,Colorado,47.9,-3.8
201906,Colorado,60.6,-4
201907,Colorado,69.1,0.1
201908,Colorado,68.3,1.7
201909,Colorado,62.9,2.3
201910,Colorado,40.9,-6.4
201911,Colorado,35.2,-0.8
201912,Colorado,28.1,1.2
202001,Colorado,27.5,0.9
200001,Connecticut,24.6,-3.2
200002,Connecticut,31.3,1.9
200003,Connecticut,41.9,4.8
200004,Connecticut,46.1,-2.2
200005,Connecticut,57.9,-1.7
200006,Connecticut,66,-0.9
200007,Connecticut,67.8,-6
200008,Connecticut,67.9,-3.2
200009,Connecticut,61.2,-3.8
200010,Connecticut,51.1,-2.7
200011,Connecticut,40.5,-1
200012,Connecticut,26.1,-7.7
200101,Connecticut,25.8,-2
200102,Connecticut,29.5,0.1
200103,Connecticut,34.1,-3
200104,Connecticut,47.9,-0.4
200105,Connecticut,58.9,-0.7
200106,Connecticut,68.1,1.2
200107,Connecticut,68.2,-5.6
200108,Connecticut,72.8,1.7
200109,Connecticut,62.5,-2.5
200110,Connecticut,52.7,-1.1
200111,Connecticut,45.3,3.8
200112,Connecticut,37.1,3.3
200201,Connecticut,33.3,5.5
200202,Connecticut,34.1,4.7
200203,Connecticut,38.6,1.5
200204,Connecticut,50.1,1.8
200205,Connecticut,55.1,-4.5
200206,Connecticut,65.5,-1.4
200207,Connecticut,72.8,-1
200208,Connecticut,71.9,0.8
200209,Connecticut,64.8,-0.2
200210,Connecticut,49.6,-4.2
200211,Connecticut,40,-1.5
200212,Connecticut,29.8,-4
200301,Connecticut,21.4,-6.4
200302,Connecticut,23.8,-5.6
200303,Connecticut,36,-1.1
200304,Connecticut,44.5,-3.8
200305,Connecticut,55,-4.6
200306,Connecticut,64.7,-2.2
200307,Connecticut,71.5,-2.3
200308,Connecticut,72.2,1.1
200309,Connecticut,63.3,-1.7
200310,Connecticut,49.3,-4.5
200311,Connecticut,43.8,2.3
200312,Connecticut,32.4,-1.4
200401,Connecticut,18.7,-9.1
200402,Connecticut,28.5,-0.9
200403,Connecticut,38,0.9
200404,Connecticut,48,-0.3
200405,Connecticut,59.9,0.3
200406,Connecticut,65,-1.9
200407,Connecticut,70,-3.8
200408,Connecticut,69.6,-1.5
200409,Connecticut,63.8,-1.2
200410,Connecticut,50.9,-2.9
200411,Connecticut,41.9,0.4
200412,Connecticut,30.8,-3
200501,Connecticut,24.3,-3.5
200502,Connecticut,29.7,0.3
200503,Connecticut,32.3,-4.8
200504,Connecticut,49.3,1
200505,Connecticut,53.1,-6.5
200506,Connecticut,69.6,2.7
200507,Connecticut,72.4,-1.4
200508,Connecticut,73,1.9
200509,Connecticut,66,1
200510,Connecticut,52.7,-1.1
200511,Connecticut,43,1.5
200512,Connecticut,28.7,-5.1
200601,Connecticut,33.7,5.9
200602,Connecticut,29.5,0.1
200603,Connecticut,36.7,-0.4
200604,Connecticut,49,0.7
200605,Connecticut,57.2,-2.4
200606,Connecticut,67.1,0.2
200607,Connecticut,74.1,0.3
200608,Connecticut,69.8,-1.3
200609,Connecticut,61.2,-3.8
200610,Connecticut,51,-2.8
200611,Connecticut,46.3,4.8
200612,Connecticut,38,4.2
200701,Connecticut,31.3,3.5
200702,Connecticut,23.3,-6.1
200703,Connecticut,35.1,-2
200704,Connecticut,44.8,-3.5
200705,Connecticut,59.6,0
200706,Connecticut,66.6,-0.3
200707,Connecticut,70.9,-2.9
200708,Connecticut,70.3,-0.8
200709,Connecticut,64.6,-0.4
200710,Connecticut,57.8,4
200711,Connecticut,39.9,-1.6
200712,Connecticut,30.2,-3.6
200801,Connecticut,29.7,1.9
200802,Connecticut,29.8,0.4
200803,Connecticut,36.5,-0.6
200804,Connecticut,49.6,1.3
200805,Connecticut,55.1,-4.5
200806,Connecticut,68.6,1.7
200807,Connecticut,73.3,-0.5
200808,Connecticut,67.8,-3.3
200809,Connecticut,63.3,-1.7
200810,Connecticut,50,-3.8
200811,Connecticut,40.5,-1
200812,Connecticut,32.2,-1.6
200901,Connecticut,21,-6.8
200902,Connecticut,30.2,0.8
200903,Connecticut,36.8,-0.3
200904,Connecticut,49.3,1
200905,Connecticut,57.8,-1.8
200906,Connecticut,64,-2.9
200907,Connecticut,68.7,-5.1
200908,Connecticut,71.7,0.6
200909,Connecticut,61,-4
200910,Connecticut,49.5,-4.3
200911,Connecticut,46,4.5
200912,Connecticut,30.1,-3.7
201001,Connecticut,27,-0.8
201002,Connecticut,29.8,0.4
201003,Connecticut,43,5.9
201004,Connecticut,52,3.7
201005,Connecticut,60.9,1.3
201006,Connecticut,68.9,2
201007,Connecticut,75.1,1.3
201008,Connecticut,71,-0.1
201009,Connecticut,65.6,0.6
201010,Connecticut,52.8,-1
201011,Connecticut,41.9,0.4
201012,Connecticut,28.2,-5.6
201101,Connecticut,23.2,-4.6
201102,Connecticut,27.1,-2.3
201103,Connecticut,37,-0.1
201104,Connecticut,48.9,0.6
201105,Connecticut,59.7,0.1
201106,Connecticut,66.9,0
201107,Connecticut,74.1,0.3
201108,Connecticut,70.8,-0.3
201109,Connecticut,66.4,1.4
201110,Connecticut,53.4,-0.4
201111,Connecticut,45.9,4.4
201112,Connecticut,36.9,3.1
201201,Connecticut,31.7,3.9
201202,Connecticut,35,5.6
201203,Connecticut,45.8,8.7
201204,Connecticut,49.7,1.4
201205,Connecticut,61.6,2
201206,Connecticut,66.4,-0.5
201207,Connecticut,74.1,0.3
201208,Connecticut,72,0.9
201209,Connecticut,63.3,-1.7
201210,Connecticut,54.7,0.9
201211,Connecticut,39.4,-2.1
201212,Connecticut,35.9,2.1
201301,Connecticut,28.8,1
201302,Connecticut,29.2,-0.2
201303,Connecticut,36,-1.1
201304,Connecticut,47.3,-1
201305,Connecticut,58.2,-1.4
201306,Connecticut,67.7,0.8
201307,Connecticut,75.9,2.1
201308,Connecticut,68.7,-2.4
201309,Connecticut,61.4,-3.6
201310,Connecticut,53.4,-0.4
201311,Connecticut,39.8,-1.7
201312,Connecticut,31,-2.8
201401,Connecticut,23.6,-4.2
201402,Connecticut,25,-4.4
201403,Connecticut,30.6,-6.5
201404,Connecticut,46.7,-1.6
201405,Connecticut,58.3,-1.3
201406,Connecticut,66.8,-0.1
201407,Connecticut,71.9,-1.9
201408,Connecticut,68.4,-2.7
201409,Connecticut,63.6,-1.4
201410,Connecticut,54.1,0.3
201411,Connecticut,39.7,-1.8
201412,Connecticut,35.4,1.6
201501,Connecticut,23.3,-4.5
201502,Connecticut,15.8,-13.6
201503,Connecticut,31,-6.1
201504,Connecticut,47,-1.3
201505,Connecticut,62.7,3.1
201506,Connecticut,65.3,-1.6
201507,Connecticut,72.2,-1.6
201508,Connecticut,72,0.9
201509,Connecticut,67.8,2.8
201510,Connecticut,51.4,-2.4
201511,Connecticut,46.1,4.6
201512,Connecticut,43.5,9.7
201601,Connecticut,29.7,1.9
201602,Connecticut,32,2.6
201603,Connecticut,43.2,6.1
201604,Connecticut,46.8,-1.5
201605,Connecticut,58.4,-1.2
201606,Connecticut,67.4,0.5
201607,Connecticut,74.1,0.3
201608,Connecticut,73.9,2.8
201609,Connecticut,66.2,1.2
201610,Connecticut,53.5,-0.3
201611,Connecticut,43.5,2
201612,Connecticut,32.6,-1.2
201701,Connecticut,32.7,4.9
201702,Connecticut,34.6,5.2
201703,Connecticut,33.4,-3.7
201704,Connecticut,51.8,3.5
201705,Connecticut,56.7,-2.9
201706,Connecticut,67,0.1
201707,Connecticut,71.5,-2.3
201708,Connecticut,69.1,-2
201709,Connecticut,66,1
201710,Connecticut,58.6,4.8
201711,Connecticut,41,-0.5
201712,Connecticut,28.7,-5.1
201801,Connecticut,25.4,-2.4
201802,Connecticut,35.7,6.3
201803,Connecticut,36.4,-0.7
201804,Connecticut,43.4,-4.9
201805,Connecticut,62.2,2.6
201806,Connecticut,66.4,-0.5
201807,Connecticut,74,0.2
201808,Connecticut,74.3,3.2
201809,Connecticut,66.1,1.1
201810,Connecticut,52.3,-1.5
201811,Connecticut,39.1,-2.4
201812,Connecticut,33.8,0
201901,Connecticut,27,-0.8
201902,Connecticut,30.2,0.8
201903,Connecticut,35,-2.1
201904,Connecticut,49.1,0.8
201905,Connecticut,57.1,-2.5
201906,Connecticut,66.5,-0.4
201907,Connecticut,74.9,1.1
201908,Connecticut,70.6,-0.5
201909,Connecticut,63.2,-1.8
201910,Connecticut,53.6,-0.2
201911,Connecticut,38.1,-3.4
201912,Connecticut,31.7,-2.1
202001,Connecticut,33.3,5.5
200001,Delaware,33.3,-1.6
200002,Delaware,39.2,2
200003,Delaware,48.7,4.5
200004,Delaware,52.4,-3
200005,Delaware,64.7,-1
200006,Delaware,73,-0.7
200007,Delaware,72.8,-6
200008,Delaware,73.1,-2.7
200009,Delaware,66.2,-4.3
200010,Delaware,57.6,-1.9
200011,Delaware,44.6,-2.3
200012,Delaware,31.3,-9.5
200101,Delaware,33.1,-1.8
200102,Delaware,38.6,1.4
200103,Delaware,41.2,-3
200104,Delaware,53.9,-1.5
200105,Delaware,63.2,-2.5
200106,Delaware,73.5,-0.2
200107,Delaware,72.9,-5.9
200108,Delaware,76.7,0.9
200109,Delaware,66.5,-4
200110,Delaware,57.6,-1.9
200111,Delaware,51.5,4.6
200112,Delaware,44.4,3.6
200201,Delaware,40,5.1
200202,Delaware,40.9,3.7
200203,Delaware,46.4,2.2
200204,Delaware,57.1,1.7
200205,Delaware,62.7,-3
200206,Delaware,73,-0.7
200207,Delaware,78,-0.8
200208,Delaware,78,2.2
200209,Delaware,70.1,-0.4
200210,Delaware,57.9,-1.6
200211,Delaware,45.8,-1.1
200212,Delaware,36,-4.8
200301,Delaware,29.6,-5.3
200302,Delaware,32.1,-5.1
200303,Delaware,45.1,0.9
200304,Delaware,52,-3.4
200305,Delaware,59,-6.7
200306,Delaware,70,-3.7
200307,Delaware,76.3,-2.5
200308,Delaware,76.5,0.7
200309,Delaware,69.3,-1.2
200310,Delaware,55.8,-3.7
200311,Delaware,51.5,4.6
200312,Delaware,37.8,-3
200401,Delaware,28.8,-6.1
200402,Delaware,36.1,-1.1
200403,Delaware,46.1,1.9
200404,Delaware,54.7,-0.7
200405,Delaware,69.6,3.9
200406,Delaware,71.3,-2.4
200407,Delaware,76.1,-2.7
200408,Delaware,74,-1.8
200409,Delaware,69.4,-1.1
200410,Delaware,56.2,-3.3
200411,Delaware,48.6,1.7
200412,Delaware,39,-1.8
200501,Delaware,34.3,-0.6
200502,Delaware,36.7,-0.5
